,ConfigDpreds,Configlabs
549,0.06390555,0
550,0.043848347,0
551,0.093646385,0
552,0.08667232,0
553,0.0046986043,0
554,0.36788142,0
555,0.024077043,0
556,0.00963514,0
557,0.75492465,0
558,0.010814882,0
559,0.06401704,0
560,0.20744365,0
561,0.79524964,0
562,0.9244291,0
563,0.5603572,0
564,0.010379616,0
565,0.35590094,0
566,0.075883895,0
567,0.01944446,0
568,0.21559262,0
569,0.05751859,0
570,0.06155573,0
571,0.84289414,0
572,0.5481358,0
573,0.36664355,0
574,0.0032869251,0
575,0.006750707,0
576,0.0082709445,0
577,0.024697477,0
578,0.0043216813,0
579,0.31595504,0
580,0.047167297,0
581,0.003105942,0
582,0.00894119,0
583,0.06492282,0
584,0.3267384,0
585,0.03273411,0
586,0.11512086,0
587,0.08019146,0
588,0.0049767625,0
589,0.010482437,0
590,0.06511738,0
591,0.0011677709,0
592,0.017060287,0
593,0.00031961317,0
594,0.013115771,0
595,0.020497499,0
596,0.0008212129,0
597,0.09581516,0
598,0.084995575,0
599,0.0061397534,0
600,0.0024715296,0
601,0.0055387933,0
602,0.014294122,0
603,0.93190646,0
604,0.018662764,0
605,0.016360627,0
606,0.010965125,0
607,0.009230282,0
608,0.032410264,0
609,0.0047344635,0
610,0.022302665,0
611,0.03169725,0
612,0.09167362,0
613,0.062127396,0
614,0.05987891,0
615,0.17184174,0
616,0.85862094,0
617,0.003350027,0
618,0.03927909,0
619,0.04163116,0
620,0.013675449,0
621,0.28854948,0
622,0.003609551,0
623,0.0035939116,0
624,0.07574844,0
625,0.29563615,0
626,0.023574656,0
627,0.003205066,0
628,0.030400092,0
629,0.3440574,0
630,0.17075948,0
631,0.10703837,0
632,0.13406949,0
633,0.0026372657,0
634,0.0076794494,0
635,0.027991727,0
636,0.0017502585,0
637,0.0022946661,0
638,0.13705713,0
639,0.012736642,0
640,0.039194766,0
641,0.0034099824,0
642,0.025889236,0
643,0.05104869,0
644,0.0156053,0
645,0.0021665732,0
646,0.67482466,0
647,0.111595444,0
648,0.25195786,0
649,0.1752664,0
650,0.33335137,0
651,0.056039188,0
652,0.23378865,0
653,0.16493706,0
654,0.5697806,0
655,0.22787957,0
656,0.0017631935,0
657,0.013016029,0
658,0.114795394,0
659,0.058879167,0
660,0.016868345,0
661,0.07124126,0
662,0.010082512,0
663,0.0032732377,0
664,0.036909923,0
665,0.014899286,0
666,0.01555383,0
667,0.038923953,0
668,0.13663529,0
669,0.104667045,0
670,0.2669625,0
671,0.13641821,0
672,0.032848965,0
673,0.033468302,0
674,0.08606037,0
675,0.023577577,0
676,0.0051342063,0
677,0.005257764,0
678,0.10165865,0
679,0.09659241,0
680,0.004317055,0
681,0.07743216,0
682,0.012422322,0
683,0.0140788425,0
684,0.006288266,0
685,0.016372833,0
686,0.043177374,0
687,0.015353486,0
688,0.016107347,0
689,0.002876255,0
690,0.0010463648,0
691,0.0017545393,0
692,0.009222733,0
693,0.012758497,0
694,0.031359963,0
695,0.006481032,0
696,0.002447061,0
697,0.021001056,0
698,0.02338642,0
699,0.0048006154,0
700,0.033340827,0
701,0.058904376,0
702,0.01410375,0
703,0.0082896575,0
704,0.011700379,0
705,0.0021248073,0
706,0.0060909395,0
707,0.0027130095,0
708,0.5080958,0
709,0.2319323,0
710,0.008703219,0
711,0.314943,0
712,0.68426263,0
713,0.118300885,0
714,0.8763378,0
715,0.06756455,0
716,0.1516669,0
717,0.049824126,0
718,0.2192567,0
719,0.054377895,0
720,0.07027856,0
721,0.13010794,0
722,0.0061875368,0
723,0.25661778,0
724,0.08341616,0
725,0.045090906,0
726,0.102421105,0
727,0.17172763,0
728,0.050051738,0
729,0.038481053,0
730,0.017046236,0
731,0.9381888,0
732,0.91435236,0
733,0.3250849,0
734,0.63045186,0
735,0.43368036,0
736,0.08435257,0
737,0.98924434,0
738,0.7274137,0
739,0.919193,0
740,0.33969176,0
741,0.086350046,0
742,0.07778782,0
743,0.065768115,0
744,0.006421884,0
745,0.041766386,0
746,0.31745714,0
747,0.048146922,0
748,0.52179193,0
749,0.9980685,0
750,0.634841,0
751,0.19491819,0
752,0.11632027,0
753,0.019843396,0
754,0.18703353,0
755,0.98127854,0
756,0.3676272,0
757,0.46944892,0
758,0.04542027,0
759,0.019715235,0
760,0.043029234,0
761,0.30483004,0
762,0.2318977,0
763,0.010410623,0
764,0.002890628,0
765,0.45370716,0
766,0.008585424,0
767,0.034228314,0
768,0.07691507,0
769,0.03421117,0
770,0.032789294,0
771,0.14733565,0
772,0.2900291,0
773,0.27468616,0
774,0.08876287,0
775,0.07649059,0
776,0.11707458,0
777,0.07735348,0
778,0.52522886,0
779,0.029589396,0
780,0.055069186,0
781,0.7271777,0
782,0.1865397,0
783,0.048401643,0
784,0.03147262,0
785,0.31723714,0
786,0.010055742,0
787,0.02836918,0
788,0.025945164,0
789,0.18377078,0
790,0.017669557,0
791,0.0037430513,0
792,0.3019995,0
793,0.04715933,0
794,0.0025396526,0
795,0.15360358,0
796,0.041922804,0
797,0.09348889,0
798,0.011603852,0
799,0.014026669,0
800,0.048356924,0
801,0.0068980996,0
802,0.0381945,0
803,0.032686308,0
804,0.11462909,0
805,0.0117329005,0
806,0.66027665,0
807,0.046350922,0
808,0.15147594,0
809,0.00075309444,0
810,0.66863835,0
811,0.030021908,0
812,0.049984273,0
813,0.025811067,0
814,0.073543474,0
815,0.45549366,0
816,0.064692214,0
817,0.0023430868,0
818,0.040439747,0
819,0.008563235,0
820,0.01490343,0
821,0.014186783,0
822,0.19052698,0
823,0.013869836,0
824,0.010096246,0
825,0.010023351,0
826,0.5316698,0
827,0.3336563,0
828,0.036946077,0
829,0.034980975,0
830,0.18388578,0
831,0.013896445,0
832,0.015733551,0
833,0.05259172,0
834,0.031105043,0
835,0.026765238,0
836,0.010008863,0
837,0.01737884,0
838,0.118498094,0
839,0.048646625,0
840,0.03813456,0
841,0.0052843182,0
842,0.008189556,0
843,0.5390769,0
844,0.18174937,0
845,0.019757925,0
846,0.01909711,0
847,0.009630218,0
848,0.039995275,0
849,0.045499343,0
850,0.0062006046,0
851,0.06030445,0
852,0.023748804,0
853,0.058083024,0
854,0.02296528,0
855,0.040237308,0
856,0.03957241,0
857,0.40036505,0
858,0.015062771,0
859,0.71652925,0
860,0.11725709,0
861,0.20652819,0
862,0.048426334,0
863,0.039324153,0
864,0.110957205,0
865,0.06674689,0
866,0.012486619,0
867,0.019793099,0
868,0.04089443,0
869,0.30690312,0
870,0.03679015,0
871,0.06071458,0
872,0.06852314,0
873,0.036164925,0
874,0.5314318,0
875,0.16075517,0
876,0.11889324,0
877,0.29885367,0
878,0.06970443,0
879,0.1446879,0
880,0.12327836,0
881,0.09916847,0
882,0.13580069,0
883,0.0013443679,0
884,0.003311656,0
885,0.00048029015,0
886,0.004671231,0
887,0.029528957,0
888,0.0032627396,0
889,0.024105541,0
890,0.057929132,0
891,0.0066309944,0
892,0.11530338,0
893,0.0104220165,0
894,0.0045302464,0
895,0.00053697894,0
896,0.00094772823,0
897,0.03478222,0
898,0.025268443,0
899,0.03232624,0
900,0.0036293764,0
901,0.036691613,0
902,0.031097556,0
903,0.005970618,0
904,0.010430547,0
905,0.052303605,0
906,0.54699725,0
907,0.047570683,0
908,0.17831625,0
909,0.82097477,0
910,0.004372517,0
911,0.005640004,0
912,0.005857989,0
913,0.09333598,0
914,0.025301555,0
915,0.3201722,0
916,0.20505019,0
917,0.021325547,0
918,0.09817159,0
919,0.057074323,0
920,0.021733496,0
921,0.2226901,0
922,0.0054222024,0
923,0.0019592666,0
924,0.00025100124,0
925,0.00046157636,0
926,0.0023815539,0
927,0.026870696,0
928,0.002817189,0
929,0.07253025,0
930,0.005788981,0
931,0.0009397196,0
932,0.004024777,0
933,0.07093589,0
934,0.042304408,0
935,0.68878275,0
936,0.1370773,0
937,0.031378582,0
938,0.9833735,0
939,0.35836968,0
940,0.04070241,0
941,0.2115419,0
942,0.052380808,0
943,0.006955965,0
944,0.0144748455,0
945,0.010723228,0
946,0.08359666,0
947,0.38614094,0
948,0.027158061,0
949,0.013757762,0
950,0.03370667,0
951,0.16958857,0
952,0.6629824,0
953,0.054985315,0
954,0.3193923,0
955,0.5842806,0
956,0.037584998,0
957,0.6895163,0
958,0.08941821,0
959,0.05667079,0
960,0.12350759,0
961,0.089880064,0
962,0.010397373,0
963,0.57890725,0
964,0.064206146,0
965,0.00555791,0
966,0.12869616,0
967,0.031507716,0
968,0.06448992,0
969,0.24774213,0
970,0.21015567,0
971,0.023300055,0
972,0.31850246,0
973,0.017951366,0
974,0.8717583,0
975,0.059555333,0
976,0.10054179,0
977,0.06544055,0
978,0.95324147,0
979,0.32387492,0
980,0.12641107,0
981,0.08020982,0
982,0.11112583,0
983,0.09321411,0
984,0.0023579067,0
985,0.006677307,0
986,0.52119505,0
987,0.012579641,0
988,0.036817957,0
989,0.008600764,0
990,0.0047880723,0
991,0.24105425,0
992,0.34444687,0
993,0.00013163981,0
994,0.0050611123,0
995,0.11781078,0
996,0.11558785,0
997,0.0004109723,0
998,0.024896666,0
999,0.23361458,0
1000,0.2626563,0
1001,0.0781571,0
1002,0.11643236,0
1003,0.12627974,0
1004,0.041194446,0
1005,0.10544875,0
1006,0.07788108,0
1007,0.0103740245,0
1008,0.0882872,0
1009,0.002959868,0
1010,0.05213052,0
1011,0.0842683,0
1012,0.040049713,0
1013,0.17302378,0
1014,0.035452213,0
1015,0.024632573,0
1016,0.15862489,0
1017,0.08499856,0
1018,0.9130402,0
1019,0.91601,0
1020,0.032035027,0
1021,0.022489993,0
1022,0.018621998,0
1023,0.0036661322,0
1024,0.30643573,0
1025,0.024259742,0
1026,0.0068614995,0
1027,0.014744128,0
1028,0.0008804107,0
1029,0.00048262058,0
1030,0.022623828,0
1031,0.04154514,0
1032,0.00843504,0
1033,0.041402165,0
1034,0.0025878942,0
1035,0.008296277,0
1036,0.0043365126,0
1037,0.0139074,0
1038,0.006466118,0
1039,0.00095391925,0
1040,0.001047173,0
1041,0.0067546437,0
1042,0.0010901183,0
1043,0.28695115,0
1044,0.50981325,0
1045,0.07411242,0
1046,0.01753922,0
1047,0.005839158,0
1048,0.9753132,0
1049,0.10702367,0
1050,0.03142667,0
1051,0.050892513,0
1052,0.013220819,0
1053,0.056436393,0
1054,0.0034694276,0
1055,0.051616933,0
1056,0.1851044,0
1057,0.062081285,0
1058,0.017024167,0
1059,0.41557825,0
1060,0.6387287,0
1061,0.07299176,0
1062,0.6524735,0
1063,0.64829564,0
1064,0.3379889,0
1065,0.1456013,0
1066,0.036976628,0
1067,0.0055759763,0
1068,0.015818726,0
1069,0.03363047,0
1070,0.0139802145,0
1071,0.005566529,0
1072,0.08395905,0
1073,0.050739255,0
1074,0.041747022,0
1075,0.02421087,0
1076,0.5025683,0
1077,0.65257585,0
1078,0.6381884,0
1079,0.07625665,0
1080,0.049002625,0
1081,0.28300136,0
1082,0.035272613,0
1083,0.010336242,0
1084,0.051292267,0
1085,0.027965603,0
1086,0.013574844,0
1087,0.34067053,0
1088,0.015008537,0
1089,0.05177506,0
1090,0.008455104,0
1091,0.2304779,0
1092,0.56049085,0
1093,0.043776583,0
1094,0.3429531,0
1095,0.28636113,0
1096,0.33869708,0
1097,0.036568023,0
1098,0.017971536,0
1099,0.0070333052,0
1100,0.004938848,0
1101,0.00269603,0
1102,0.007345413,0
1103,0.08758432,0
1104,0.101675056,0
1105,0.16314368,0
1106,0.9394061,0
1107,0.019954119,0
1108,0.009462466,0
1109,0.022922054,0
1110,0.026814593,0
1111,0.0033978843,0
1112,0.0787909,0
1113,0.02886665,0
1114,0.15680112,0
1115,0.047990404,0
1116,0.1341449,0
1117,0.01280877,0
1118,0.023051519,0
1119,0.0022650063,0
1120,0.13247678,0
1121,0.0020404225,0
1122,0.041661534,0
1123,0.3197616,0
1124,0.1742689,0
1125,0.18059589,0
1126,0.07314042,0
1127,0.117553875,0
1128,0.011500785,0
1129,0.005420649,0
1130,0.041936412,0
1131,0.12325718,0
1132,0.012892717,0
1133,0.01397748,0
1134,0.049681664,0
1135,0.5529883,0
1136,0.08193736,0
1137,0.55954486,0
1138,0.3632422,0
1139,0.61460084,0
1140,0.05146442,0
1141,0.5889,0
1142,0.5251795,0
1143,0.019231884,0
1144,0.036975235,0
1145,0.03857371,0
1146,0.24834873,0
1147,0.90951383,0
1148,0.63682586,0
1149,0.048154164,0
1150,0.78796756,0
1151,0.27794972,0
1152,0.17391802,0
1153,0.3142462,0
1154,0.11506181,0
1155,0.10331178,0
1156,0.05317836,0
1157,0.0039011159,0
1158,0.08448278,0
1159,0.012499619,0
1160,0.015020334,0
1161,0.026064321,0
1162,0.00810783,0
1163,0.76903445,0
1164,0.00027243447,0
1165,0.45445812,0
1166,0.017037163,0
1167,0.08665983,0
1168,0.0011849372,0
1169,0.04616875,0
1170,0.04207069,0
1171,0.118631124,0
1172,0.051760126,0
1173,0.13371402,0
1174,0.102980964,0
1175,0.000698452,0
1176,0.02749675,0
1177,0.004559045,0
1178,0.0011567175,0
1179,0.13268983,0
1180,0.0012480804,0
1181,0.004434445,0
1182,0.067279495,0
1183,0.030958887,0
1184,0.0039658775,0
1185,0.006070464,0
1186,0.042375036,0
1187,0.054107405,0
1188,0.13995618,0
1189,0.039286807,0
1190,0.013560613,0
1191,0.08442803,0
1192,0.042678956,0
1193,0.03400493,0
1194,0.16795278,0
1195,0.030004159,0
1196,0.0077342903,0
1197,0.15625095,0
1198,0.10296938,0
1199,0.039076205,0
1200,0.0021924807,0
1201,0.00040261878,0
1202,0.00401505,0
1203,0.054276694,0
1204,0.012341766,0
1205,0.005742896,0
1206,0.0037534821,0
1207,0.59023887,0
1208,0.007639516,0
1209,0.8869875,0
1210,0.20299426,0
1211,0.9448978,0
1212,0.3730955,0
1213,0.4420502,0
1214,0.031677958,0
1215,0.033270787,0
1216,0.27115548,0
1217,0.43783414,0
1218,0.34663367,0
1219,0.21512492,0
1220,0.015700502,0
1221,0.30701408,0
1222,0.070774056,0
1223,0.0108491955,0
1224,0.034344748,0
1225,0.08816003,0
1226,0.0006819148,0
1227,0.13249141,0
1228,0.021563264,0
1229,0.0110244,0
1230,0.00011564774,0
1231,0.06163368,0
1232,0.18918616,0
1233,0.048778567,0
1234,0.20672354,0
1235,0.26034814,0
1236,0.042592157,0
1237,0.017681405,0
1238,0.08788819,0
1239,0.019369014,0
1240,0.014178797,0
1241,0.61248356,0
1242,0.13735187,0
1243,0.061982263,0
1244,0.039896425,0
1245,0.12804188,0
1246,0.026239727,0
1247,0.049418908,0
1248,0.01519639,0
1249,0.056556057,0
1250,0.020037744,0
1251,0.16825747,0
1252,0.025072271,0
1253,0.0154172825,0
1254,0.02318116,0
1255,0.0011388394,0
1256,0.014862992,0
1257,0.03748603,0
1258,0.016889472,0
1259,0.02661639,0
1260,0.9197901,0
1261,0.0040369174,0
1262,0.04267734,0
1263,0.004157523,0
1264,0.0016658343,0
1265,0.006290436,0
1266,0.00030237722,0
1267,0.0020516347,0
1268,0.008770984,0
1269,0.011900508,0
1270,0.022667773,0
1271,0.026893023,0
1272,0.008268837,0
1273,0.07562516,0
1274,0.029031806,0
1275,0.01883867,0
1276,0.67592555,0
1277,0.7604526,0
1278,0.022217367,0
1279,0.87010056,0
1280,0.016918838,0
1281,0.43731898,0
1282,0.6350007,0
1283,0.0017410765,0
1284,0.015076529,0
1285,0.00042943357,0
1286,0.03261833,0
1287,0.68082476,0
1288,0.226244,0
1289,0.19163446,0
1290,0.24889837,0
1291,0.032494295,0
1292,0.015629021,0
1293,0.00044288373,0
1294,0.00013822904,0
1295,0.007698652,0
1296,0.07219704,0
1297,0.01123087,0
1298,0.28112355,0
1299,0.46329448,0
1300,0.05320487,0
1301,0.039703228,0
1302,0.01683581,0
1303,0.016981434,0
1304,0.01305326,0
1305,0.006605695,0
1306,0.033311903,0
1307,0.07954741,0
1308,0.009769137,0
1309,0.22784325,0
1310,0.32043642,0
1311,0.3546586,0
1312,0.060416862,0
1313,0.024590792,0
1314,0.031179598,0
1315,0.2250051,0
1316,0.39375815,0
1317,0.6854024,0
1318,0.13878897,0
1319,0.02052074,0
1320,0.10677443,0
1321,0.011311689,0
1322,0.005821701,0
1323,0.06819562,0
1324,0.05109632,0
1325,0.39282817,0
1326,0.4336386,0
1327,0.43104288,0
1328,0.5043052,0
1329,0.6139957,0
1330,0.11072548,0
1331,0.1436926,0
1332,0.0044818823,0
1333,0.3519853,0
1334,0.06870238,0
1335,0.0016002549,0
1336,0.018948697,0
1337,0.011796877,0
1338,0.008022359,0
1339,0.28433657,0
1340,0.006084901,0
1341,0.064661145,0
1342,0.030163603,0
1343,0.016152486,0
